label,method,origin_count,origin_stability,origin_radii,baseline_nests,edge
positive_infinity_001_fold,double_full_return,0,,[],"[{""pt"": [-3.323309536567029, 4.753730014019904], ""tr"": 0.01004599689807062, ""roots"": [18205689.644426107], ""stab"": [""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [], ""stab"": [], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": 1.654817996779201, ""sign"": 1}"
positive_center_009_hopf_0.1,binary128_matching,3,USU,"[0.10917411072272827, 5.191003717449217, 8.642153543034329]","[{""pt"": [-3.3260510424568484, 4.755964222239769], ""tr"": 2.6004443043348147e-10, ""roots"": [], ""stab"": [], ""k"": 188, ""redge"": 2.010328497117133e+17}, {""pt"": [0.0, -0.0], ""tr"": -6.591559889731524e-15, ""roots"": [], ""stab"": [], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 40.0, ""F"": 5.058699500436643e-11, ""sign"": 1, ""r_valid"": 2.3538526683701997e+17}"
positive_infinity_001_pair,double_full_return,2,SU,"[5.532833843927417, 8.241471567181485]","[{""pt"": [-3.323278053733456, 4.753704363831389], ""tr"": 0.010155649425659163, ""roots"": [18205689.644426107], ""stab"": [""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [9.181997017602711, 15.13855379042673], ""stab"": [""S"", ""U""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": 1.6729108791641139, ""sign"": 1}"
positive_infinity_001_hopf_1,double_full_return,3,USU,"[0.17483026781737654, 4.848098966394709, 9.073556424997134]","[{""pt"": [-3.3232779808361705, 4.753704304439552], ""tr"": 0.010155194179718663, ""roots"": [18205689.644426107], ""stab"": [""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}, {""pt"": [0.0, -0.0], ""tr"": -5.869020809465615e-07, ""roots"": [0.277272284523134, 9.181997017602711, 15.13855379042673], ""stab"": [""U"", ""S"", ""U""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": 1.6728621334494562, ""sign"": 1}"
negative_000_fold,double_full_return,0,,[],"[{""pt"": [-3.32612127856424, 4.756021477326548], ""tr"": -0.0002572374347673545, ""roots"": [18205689.644426107], ""stab"": [""U""], ""k"": 188, ""redge"": 2.010328497117133e+17}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [], ""stab"": [], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -0.03942294967231419, ""sign"": -1}"
positive_infinity_001_hopf_0.1,double_full_return,3,USU,"[0.04935589368998908, 5.447311972709068, 8.341881089503776]","[{""pt"": [-3.3232780464437273, 4.753704357892206], ""tr"": 0.01015560390106618, ""roots"": [18205689.644426107], ""stab"": [""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}, {""pt"": [0.0, -0.0], ""tr"": -5.8690208094656155e-08, ""roots"": [0.07943983955226135, 9.181997017602711, 15.13855379042673], ""stab"": [""U"", ""S"", ""U""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": 1.6729060046045277, ""sign"": 1}"
negative_000_pair,double_full_return,2,US,"[5.530363912554728, 8.237739715582725]","[{""pt"": [-3.3261220861973664, 4.7560221356976715], ""tr"": -0.0002600475455292184, ""roots"": [18205689.644426107], ""stab"": [""U""], ""k"": 188, ""redge"": 2.010328497117133e+17}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [9.181997017602711, 15.13855379042673], ""stab"": [""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -0.03982341819547486, ""sign"": -1}"
negative_000_hopf_1,double_full_return,3,SUS,"[0.17481120315150311, 4.846695609395762, 9.068175327037615]","[{""pt"": [-3.3261220880609805, 4.756022137216863], ""tr"": -0.0002600359018352094, ""roots"": [18205689.644426107], ""stab"": [""U""], ""k"": 188, ""redge"": 2.010328497117133e+17}, {""pt"": [0.0, -0.0], ""tr"": 1.5008682772075088e-08, ""roots"": [0.277272284523134, 9.181997017602711, 15.13855379042673], ""stab"": [""S"", ""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -0.03982231923892243, ""sign"": -1}"
negative_000_hopf_0.1,binary128_matching,3,SUS,"[0.049353004298819315, 5.4449877625718095, 8.33795214677018]","[{""pt"": [-3.3261220863837284, 4.756022135849591], ""tr"": -0.00026004638116106094, ""roots"": [18205689.644426107], ""stab"": [""U""], ""k"": 188, ""redge"": 2.010328497117133e+17}, {""pt"": [0.0, -0.0], ""tr"": 1.5008682772075088e-09, ""roots"": [0.07943983955226135, 9.181997017602711, 15.13855379042673], ""stab"": [""S"", ""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 40.0, ""F"": -5.059732477108734e-05, ""sign"": -1, ""r_valid"": 2.3538526683701997e+17}"
positive_infinity_002_fold,double_full_return,0,,[],"[{""pt"": [-3.315109530260734, 4.747054536287027], ""tr"": 0.04015637221804713, ""roots"": [23376568.23177193], ""stab"": [""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [], ""stab"": [], ""k"": 181, ""redge"": 3.855559164343897e+16}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": 8.642133176187706, ""sign"": 1}"
positive_infinity_002_pair,double_full_return,2,SU,"[5.5401805086706615, 8.252448388512473]","[{""pt"": [-3.3149843657100413, 4.74695272576127], ""tr"": 0.04059359737124435, ""roots"": [23376568.23177193], ""stab"": [""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [9.181997017602711, 15.13855379042673], ""stab"": [""S"", ""U""], ""k"": 181, ""redge"": 3.64324737752206e+16}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": 8.768934840381235, ""sign"": 1}"
positive_infinity_002_hopf_1,double_full_return,3,USU,"[0.17488632764302198, 4.852277249389393, 9.089436723840105]","[{""pt"": [-3.3149840729421722, 4.746952487622915], ""tr"": 0.040591771493483364, ""roots"": [23376568.23177193], ""stab"": [""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}, {""pt"": [0.0, -0.0], ""tr"": -2.355000453420222e-06, ""roots"": [0.277272284523134, 9.181997017602711, 15.13855379042673], ""stab"": [""U"", ""S"", ""U""], ""k"": 181, ""redge"": 3.64324737752206e+16}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": 8.768614638745781, ""sign"": 1}"
negative_001_fold,double_full_return,0,,[],"[{""pt"": [-3.3267535229389957, 4.756536905725871], ""tr"": -0.0025725085892700505, ""roots"": [18205689.644426107], ""stab"": [""U""], ""k"": 188, ""redge"": 2.010328497117133e+17}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [], ""stab"": [], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -0.3882770007749343, ""sign"": -1}"
positive_infinity_002_hopf_0.1,double_full_return,3,USU,"[0.04936483887238585, 5.454188021101926, 8.353502226218165]","[{""pt"": [-3.3149843364332554, 4.746952701947434], ""tr"": 0.04059341478346212, ""roots"": [23376568.23177193], ""stab"": [""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}, {""pt"": [0.0, -0.0], ""tr"": -2.3550004534202223e-07, ""roots"": [0.07943983955226135, 9.181997017602711, 15.13855379042673], ""stab"": [""U"", ""S"", ""U""], ""k"": 181, ""redge"": 3.64324737752206e+16}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": 8.768902819981918, ""sign"": 1}"
negative_001_pair,double_full_return,2,US,"[5.529797702485844, 8.236928249234298]","[{""pt"": [-3.3267616030241047, 4.756543493313292], ""tr"": -0.0026006164330292236, ""roots"": [18205689.644426107], ""stab"": [""U""], ""k"": 188, ""redge"": 2.010328497117133e+17}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [9.181997017602711, 15.13855379042673], ""stab"": [""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -0.39216142956349387, ""sign"": -1}"
negative_001_hopf_1,double_full_return,3,SUS,"[0.17480730627962277, 4.846374548583813, 9.066983275706512]","[{""pt"": [-3.326761621654397, 4.756543508502338], ""tr"": -0.0026005000205344686, ""roots"": [18205689.644426107], ""stab"": [""U""], ""k"": 188, ""redge"": 2.010328497117133e+17}, {""pt"": [0.0, -0.0], ""tr"": 1.50050039302716e-07, ""roots"": [0.277272284523134, 9.181997017602711, 15.13855379042673], ""stab"": [""S"", ""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -0.39215072805218654, ""sign"": -1}"
negative_001_hopf_0.1,binary128_matching,3,SUS,"[0.04935225123748253, 5.444469343593756, 8.337075598452774]","[{""pt"": [-3.3267616048871336, 4.756543494832195], ""tr"": -0.002600604791782146, ""roots"": [18205689.644426107], ""stab"": [""U""], ""k"": 188, ""redge"": 2.010328497117133e+17}, {""pt"": [0.0, -0.0], ""tr"": 1.50050039302716e-08, ""roots"": [0.07943983955226135, 9.181997017602711, 15.13855379042673], ""stab"": [""S"", ""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 40.0, ""F"": -0.0005068605490774388, ""sign"": -1, ""r_valid"": 2.3538526683701997e+17}"
positive_infinity_003_fold,double_full_return,0,,[],"[{""pt"": [-3.282681080830519, 4.7207624266645], ""tr"": 0.1601698049100122, ""roots"": [49488195.3350085], ""stab"": [""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [], ""stab"": [], ""k"": 138, ""redge"": 839861247437.5867}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 27.979687499999862, ""u_valid"": 27.97966308593736, ""r_valid"": 1417141720265.0354, ""D"": 23.680825724208674, ""sign"": 1}"
positive_infinity_003_pair,double_full_return,2,SU,"[5.5708362869511445, 8.298269359515198]","[{""pt"": [-3.2821928229853863, 4.72036789300067], ""tr"": 0.16189589356961953, ""roots"": [49488195.3350085], ""stab"": [""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [9.181997017602711, 15.13855379042673], ""stab"": [""S"", ""U""], ""k"": 138, ""redge"": 763955952777.1533}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 27.868847656249862, ""u_valid"": 27.86882324218736, ""r_valid"": 1268458173426.3403, ""D"": 23.791724741146332, ""sign"": 1}"
negative_002_fold,double_full_return,0,,[],"[{""pt"": [-3.3330878305091427, 4.761704356180949], ""tr"": -0.025738438464565583, ""roots"": [14178605.351434018], ""stab"": [""U""], ""k"": 188, ""redge"": 2.010328497117133e+17}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [], ""stab"": [], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -3.386072175479171, ""sign"": -1}"
positive_infinity_003_hopf_1,double_full_return,3,USU,"[0.17512865827885965, 4.869806741899495, 9.155620492048051]","[{""pt"": [-3.2821916327189316, 4.720366931262389], ""tr"": 0.1618885105281418, ""roots"": [49488195.3350085], ""stab"": [""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}, {""pt"": [0.0, -0.0], ""tr"": -9.540546160292055e-06, ""roots"": [0.277272284523134, 9.181997017602711, 15.13855379042673], ""stab"": [""U"", ""S"", ""U""], ""k"": 138, ""redge"": 764702367913.4833}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 27.869238281249864, ""u_valid"": 27.869213867187362, ""r_valid"": 1268953761688.6177, ""D"": 23.79128371200163, ""sign"": 1}"
negative_002_pair,double_full_return,2,US,"[5.524278990236455, 8.22868736063163]","[{""pt"": [-3.3331690060060883, 4.761770619273615], ""tr"": -0.026020187084836444, ""roots"": [14178605.351434018], ""stab"": [""U""], ""k"": 188, ""redge"": 2.010328497117133e+17}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [9.181997017602711, 15.13855379042673], ""stab"": [""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -3.415718475885093, ""sign"": -1}"
positive_infinity_003_hopf_0.1,double_full_return,3,USU,"[0.049405117560486565, 5.48288960052268, 8.402000808332678]","[{""pt"": [-3.2821927039587555, 4.720367796826843], ""tr"": 0.1618951552654151, ""roots"": [49488195.3350085], ""stab"": [""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}, {""pt"": [0.0, -0.0], ""tr"": -9.540546160292055e-07, ""roots"": [0.07943983955226135, 9.181997017602711, 15.13855379042673], ""stab"": [""U"", ""S"", ""U""], ""k"": 138, ""redge"": 763955952777.1533}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 27.868896484374865, ""u_valid"": 27.868872070312364, ""r_valid"": 1268520111372.738, ""D"": 23.791750980316465, ""sign"": 1}"
negative_002_hopf_1,double_full_return,3,SUS,"[0.174766054778956, 4.843245854914818, 9.055048864739057]","[{""pt"": [-3.333169191734912, 4.761770770884178], ""tr"": -0.02601902534633016, ""roots"": [14178605.351434018], ""stab"": [""U""], ""k"": 188, ""redge"": 2.010328497117133e+17}, {""pt"": [0.0, -0.0], ""tr"": 1.4969023885162532e-06, ""roots"": [0.277272284523134, 9.181997017602711, 15.13855379042673], ""stab"": [""S"", ""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -3.4156338328736524, ""sign"": -1}"
negative_002_hopf_0.1,double_full_return,3,SUS,"[0.049345732442255624, 5.439306227301389, 8.328345814668685]","[{""pt"": [-3.333169024578971, 4.761770634434671], ""tr"": -0.026020070910988125, ""roots"": [14178605.351434018], ""stab"": [""U""], ""k"": 188, ""redge"": 2.010328497117133e+17}, {""pt"": [0.0, -0.0], ""tr"": 1.4969023885162532e-07, ""roots"": [0.07943983955226135, 9.181997017602711, 15.13855379042673], ""stab"": [""S"", ""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -3.4157100116105212, ""sign"": -1}"
positive_infinity_004_fold,double_full_return,0,,[],"[{""pt"": [-3.240385929072257, 4.686737598676833], ""tr"": 0.3190553942455763, ""roots"": [172730774.06504285], ""stab"": [""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [], ""stab"": [], ""k"": 112, ""redge"": 1147440226.6970255}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 20.569799804687385, ""u_valid"": 20.569775390624887, ""r_valid"": 857708958.4353, ""D"": 31.091273613638048, ""sign"": 1}"
positive_infinity_004_pair,double_full_return,2,SU,"[5.614966510593479, 8.364259760562307]","[{""pt"": [-3.239443067256172, 4.685982662131977], ""tr"": 0.3224435540982782, ""roots"": [172730774.06504285], ""stab"": [""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [9.181997017602711, 15.13855379042673], ""stab"": [""S"", ""U""], ""k"": 111, ""redge"": 1047821512.685907}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 20.471557617187386, ""u_valid"": 20.47153320312489, ""r_valid"": 777452574.8073244, ""D"": 31.190055799722618, ""sign"": 1}"
positive_infinity_004_hopf_1,double_full_return,3,USU,"[0.17549749530471775, 4.895256221010399, 9.25072842133132]","[{""pt"": [-3.23944063385145, 4.685980713942868], ""tr"": 0.3224285697749041, ""roots"": [172730774.06504285], ""stab"": [""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}, {""pt"": [0.0, -0.0], ""tr"": -1.94140381079179e-05, ""roots"": [0.277272284523134, 9.181997017602711, 15.13855379042673], ""stab"": [""U"", ""S"", ""U""], ""k"": 111, ""redge"": 1048845275.6848047}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 20.47209472656239, ""u_valid"": 20.472070312499888, ""r_valid"": 777870264.0362296, ""D"": 31.1887773038557, ""sign"": 1}"
negative_003_fold,double_full_return,0,,[],"[{""pt"": [-3.3614989571245477, 4.784958809597927], ""tr"": -0.1289810604498962, ""roots"": [8599758.857610349], ""stab"": [""U""], ""k"": 160, ""redge"": 205306678736159.5}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [], ""stab"": [], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -11.15642124209311, ""sign"": -1}"
positive_infinity_004_hopf_0.1,double_full_return,3,USU,"[0.049469895556948494, 5.524225153380842, 8.471829012231721]","[{""pt"": [-3.239442823915764, 4.685982467313071], ""tr"": 0.3224420556656842, ""roots"": [172730774.06504285], ""stab"": [""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}, {""pt"": [0.0, -0.0], ""tr"": -1.94140381079179e-06, ""roots"": [0.07943983955226135, 9.181997017602711, 15.13855379042673], ""stab"": [""U"", ""S"", ""U""], ""k"": 111, ""redge"": 1047821512.685907}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 20.47160644531239, ""u_valid"": 20.471582031249888, ""r_valid"": 777490537.2856388, ""D"": 31.18976903336882, ""sign"": 1}"
negative_003_pair,double_full_return,2,US,"[5.50063415368809, 8.193368250090598]","[{""pt"": [-3.361913075928667, 4.785298682364168], ""tr"": -0.1304043173834888, ""roots"": [8599758.857610349], ""stab"": [""U""], ""k"": 160, ""redge"": 191740995601119.44}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [9.181997017602711, 15.13855379042673], ""stab"": [""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -11.224051227063633, ""sign"": -1}"
negative_003_hopf_1,double_full_return,3,SUS,"[0.17459526830287211, 4.829910859034325, 9.003820977979695]","[{""pt"": [-3.361913992006236, 4.785299434229977], ""tr"": -0.1303985610147036, ""roots"": [8599758.857610349], ""stab"": [""U""], ""k"": 160, ""redge"": 191740995601119.44}, {""pt"": [0.0, -0.0], ""tr"": 7.405844752419227e-06, ""roots"": [0.277272284523134, 9.181997017602711, 15.13855379042673], ""stab"": [""S"", ""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -11.223835870973527, ""sign"": -1}"
negative_003_hopf_0.1,double_full_return,3,SUS,"[0.049320096241903824, 5.417187574036894, 8.29094062471935]","[{""pt"": [-3.361913167536432, 4.78529875755075], ""tr"": -0.13040374174664127, ""roots"": [8599758.857610349], ""stab"": [""U""], ""k"": 160, ""redge"": 191740995601119.44}, {""pt"": [0.0, -0.0], ""tr"": 7.405844752419227e-07, ""roots"": [0.07943983955226135, 9.181997017602711, 15.13855379042673], ""stab"": [""S"", ""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -11.22402969152946, ""sign"": -1}"
positive_infinity_005_fold,double_full_return,0,,[],"[{""pt"": [-3.175523301752476, 4.635182823300445], ""tr"": 0.5683506025408978, ""roots"": [2104291611.875021], ""stab"": [""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [], ""stab"": [], ""k"": 92, ""redge"": 7837819.93010195}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 15.321508789062406, ""u_valid"": 15.321484374999907, ""r_valid"": 4508541.988206818, ""D"": 36.34078290600361, ""sign"": 1}"
positive_infinity_005_pair,double_full_return,2,SU,"[5.6930444995115925, 8.481079073976646]","[{""pt"": [-3.173929824280542, 4.6339262734901885], ""tr"": 0.5742329177853227, ""roots"": [2104291611.875021], ""stab"": [""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [9.181997017602711, 15.13855379042673], ""stab"": [""S"", ""U""], ""k"": 91, ""redge"": 7284279.537518808}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 15.245947265624903, ""u_valid"": 15.245922851562403, ""r_valid"": 4180422.3980576014, ""D"": 36.41244864485955, ""sign"": 1}"
positive_infinity_005_hopf_1,double_full_return,3,USU,"[0.176193064259269, 4.940699705851098, 9.41881860624514]","[{""pt"": [-3.1739253016904856, 4.633922707867406], ""tr"": 0.5742053923995467, ""roots"": [2104291611.875021], ""stab"": [""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}, {""pt"": [0.0, -0.0], ""tr"": -3.58211185531303e-05, ""roots"": [0.277272284523134, 9.181997017602711, 15.13855379042673], ""stab"": [""U"", ""S"", ""U""], ""k"": 91, ""redge"": 7291396.566300765}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 15.246752929687403, ""u_valid"": 15.246728515624902, ""r_valid"": 4183791.771258979, ""D"": 36.41483460451864, ""sign"": 1}"
positive_infinity_005_hopf_0.1,double_full_return,3,USU,"[0.04959929730379999, 5.597382273780256, 8.595431124183474]","[{""pt"": [-3.1739293720217687, 4.633925916927915], ""tr"": 0.5742301652457815, ""roots"": [2104291611.875021], ""stab"": [""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}, {""pt"": [0.0, -0.0], ""tr"": -3.5821118553130302e-06, ""roots"": [0.07943983955226135, 9.181997017602711, 15.13855379042673], ""stab"": [""U"", ""S"", ""U""], ""k"": 91, ""redge"": 7284279.537518808}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 15.246044921874905, ""u_valid"": 15.246020507812403, ""r_valid"": 4180830.6623668694, ""D"": 36.41650157435895, ""sign"": 1}"
negative_004_fold,double_full_return,0,,[],"[{""pt"": [-3.397595784102964, 4.814680267913958], ""tr"": -0.25864841721339094, ""roots"": [5216017.413275968], ""stab"": [""U""], ""k"": 139, ""redge"": 1218416092112.693}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [], ""stab"": [], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -16.084868924253556, ""sign"": -1}"
negative_004_pair,double_full_return,2,US,"[5.473039444611141, 8.152168161218048]","[{""pt"": [-3.3984442122712677, 4.815381156180014], ""tr"": -0.2615294599006708, ""roots"": [5216017.413275968], ""stab"": [""U""], ""k"": 139, ""redge"": 1127951654407.2344}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [9.181997017602711, 15.13855379042673], ""stab"": [""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -16.160408004563187, ""sign"": -1}"
negative_004_hopf_1,double_full_return,3,SUS,"[0.17441033122567628, 4.814521609844964, 8.943844845517184]","[{""pt"": [-3.3984460138716575, 4.815382644596884], ""tr"": -0.2615180748039583, ""roots"": [5216017.413275968], ""stab"": [""U""], ""k"": 139, ""redge"": 1126850676793.9504}, {""pt"": [0.0, -0.0], ""tr"": 1.4620779624749323e-05, ""roots"": [0.277272284523134, 9.181997017602711, 15.13855379042673], ""stab"": [""S"", ""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -16.160147352227174, ""sign"": -1}"
positive_infinity_006_fold,double_full_return,0,,[],"[{""pt"": [-3.0105879337102244, 4.50795488953128], ""tr"": 1.238865224951243, ""roots"": [], ""stab"": [], ""k"": 79, ""redge"": 374540.6641361767}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [], ""stab"": [], ""k"": 72, ""redge"": 51386.333635780924}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 10.223364257812422, ""u_valid"": 10.223339843749923, ""r_valid"": 27538.48730975411, ""D"": 40.986931388693165, ""sign"": 1}"
negative_004_hopf_0.1,double_full_return,3,SUS,"[0.049294955223930896, 5.391393692596819, 8.247282577968313]","[{""pt"": [-3.39844439243134, 4.815381305021705], ""tr"": -0.26152832139112725, ""roots"": [5216017.413275968], ""stab"": [""U""], ""k"": 139, ""redge"": 1126850676793.9504}, {""pt"": [0.0, -0.0], ""tr"": 1.4620779624749325e-06, ""roots"": [0.07943983955226135, 9.181997017602711, 15.13855379042673], ""stab"": [""S"", ""U"", ""S""], ""k"": 188, ""redge"": 2.010328497117133e+17}]","{""kind"": ""scan_cap"", ""u_valid"": 39.999999999999815, ""r_valid"": 2.353852668369765e+17, ""D"": -16.16038193941308, ""sign"": -1}"
positive_infinity_006_pair,double_full_return,2,SU,"[5.96704430840116, 8.891412941907305]","[{""pt"": [-3.007650738182781, 4.505745342478918], ""tr"": 1.2506143238057437, ""roots"": [], ""stab"": [], ""k"": 77, ""redge"": 222994.18436419498}, {""pt"": [0.0, -0.0], ""tr"": 0.0, ""roots"": [11.789917546552921, 15.13855379042673], ""stab"": [""S"", ""U""], ""k"": 71, ""redge"": 49273.18740303863}]","{""kind"": ""integration_failure"", ""status"": 1, ""u_failed"": 10.180419921874925, ""u_valid"": 10.180395507812424, ""r_valid"": 26380.89908637574, ""D"": 41.01373220085212, ""sign"": 1}"
