label,c,K,beta,alpha,selected_method,count,stability,outside_sign,edge_sign,edge_kind,edge_radius,sign_comparison,uncertain_sign_changes,baseline_origin_count,rational_vector
negative_026_hopf_0.1,1686941938258902380161480269118315821313/5000000000000000000000000000000000000000,-6443638689652073818223717039698525965557/250000000000000000000000000000,5458687863760121/2500000000000000,-100000000000,binary128_matching,3,SUS,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-100000000000"", ""5458687863760121/2500000000000000"", ""-10"", ""11/5"", ""1686941938258902380161480269118315821313/5000000000000000000000000000000000000000""]"
negative_027_fold,168436780210475781894125256293767219/500000000000000000000000000000000000,-647195417789766399164622180768560591/2500000000000000000000000,0,-1000000000000,binary128_matching,2,US,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-1000000000000"", ""0"", ""-10"", ""11/5"", ""168436780210475781894125256293767219/500000000000000000000000000000000000""]"
negative_027_pair,336877403150612577492362571841980645791/1000000000000000000000000000000000000000,-1294348565553261647584011709738212896299/5000000000000000000000000000,0,-1000000000000,binary128_matching,2,US,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-1000000000000"", ""0"", ""-10"", ""11/5"", ""336877403150612577492362571841980645791/1000000000000000000000000000000000000000""]"
negative_027_hopf_1,336877403150612577492362571841980645791/1000000000000000000000000000000000000000,-1294348565553261647584011709738212896299/5000000000000000000000000000,753105493614117/12500000000000,-1000000000000,binary128_matching,3,SUS,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-1000000000000"", ""753105493614117/12500000000000"", ""-10"", ""11/5"", ""336877403150612577492362571841980645791/1000000000000000000000000000000000000000""]"
positive_infinity_023_pair,1592568708337298720322666225367303469329/1000000000000000000000000000000000000000,176211348327180710685303666772140287/25000000000000000000000000000000000,0,-245242269665436142137060733354428057400000/12518255791710285923549328479040338162619,binary128_matching,2,SU,1,1,angular_chart_failure,1.9321599304402836e+16,agree,0,1,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-245242269665436142137060733354428057400000/12518255791710285923549328479040338162619"", ""0"", ""-10"", ""11/5"", ""1592568708337298720322666225367303469329/1000000000000000000000000000000000000000""]"
negative_027_hopf_0.1,336877403150612577492362571841980645791/1000000000000000000000000000000000000000,-1294348565553261647584011709738212896299/5000000000000000000000000000,15062109872282341/2500000000000000,-1000000000000,binary128_matching,3,SUS,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-1000000000000"", ""15062109872282341/2500000000000000"", ""-10"", ""11/5"", ""336877403150612577492362571841980645791/1000000000000000000000000000000000000000""]"
negative_028_fold,336475146978923634325568675630591991/1000000000000000000000000000000000000,-1298773383252840022418744568063488099/500000000000000000000000,0,-10000000000000,binary128_matching,0,,,-1,scan_cap,2.3538526683701997e+17,unresolved,2,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-10000000000000"", ""0"", ""-10"", ""11/5"", ""336475146978923634325568675630591991/1000000000000000000000000000000000000""]"
negative_028_pair,672956394283690531717291130275606765049/2000000000000000000000000000000000000000,-2597479662921404151109797566968325584461/1000000000000000000000000000,0,-10000000000000,binary128_matching,2,US,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-10000000000000"", ""0"", ""-10"", ""11/5"", ""672956394283690531717291130275606765049/2000000000000000000000000000000000000000""]"
negative_028_hopf_1,672956394283690531717291130275606765049/2000000000000000000000000000000000000000,-2597479662921404151109797566968325584461/1000000000000000000000000000,10878384116260817/50000000000000,-10000000000000,binary128_matching,3,SUS,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-10000000000000"", ""10878384116260817/50000000000000"", ""-10"", ""11/5"", ""672956394283690531717291130275606765049/2000000000000000000000000000000000000000""]"
negative_028_hopf_0.1,672956394283690531717291130275606765049/2000000000000000000000000000000000000000,-2597479662921404151109797566968325584461/1000000000000000000000000000,21756768232521637/1000000000000000,-10000000000000,binary128_matching,3,SUS,-1,-1,scan_cap,2.3538526683701997e+17,agree,0,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-10000000000000"", ""21756768232521637/1000000000000000"", ""-10"", ""11/5"", ""672956394283690531717291130275606765049/2000000000000000000000000000000000000000""]"
positive_infinity_023_hopf_1,1592568708337298720322666225367303469329/1000000000000000000000000000000000000000,176211348327180710685303666772140287/25000000000000000000000000000000000,-691585340011143/312500000000000000,-245242269665436142137060733354428057400000/12518255791710285923549328479040338162619,binary128_matching,2,US,-1,-1,angular_chart_failure,1.9321599304402836e+16,agree,0,2,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-245242269665436142137060733354428057400000/12518255791710285923549328479040338162619"", ""-691585340011143/312500000000000000"", ""-10"", ""11/5"", ""1592568708337298720322666225367303469329/1000000000000000000000000000000000000000""]"
positive_infinity_023_hopf_0.1,1592568708337298720322666225367303469329/1000000000000000000000000000000000000000,176211348327180710685303666772140287/25000000000000000000000000000000000,-22130730880356577/100000000000000000000,-245242269665436142137060733354428057400000/12518255791710285923549328479040338162619,binary128_matching,2,US,-1,-1,angular_chart_failure,1.9321599304402836e+16,agree,0,2,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-245242269665436142137060733354428057400000/12518255791710285923549328479040338162619"", ""-22130730880356577/100000000000000000000"", ""-10"", ""11/5"", ""1592568708337298720322666225367303469329/1000000000000000000000000000000000000000""]"
positive_infinity_024_fold,159336538207545879691474862767067037/100000000000000000000000000000000000,44144757525731380879336976664465107/6250000000000000000000000000000000,0,-24531580602058510470346958133157208560/1252701920283004676606223490437737407,binary128_matching,0,,,1,angular_chart_failure,1.9321599304402836e+16,unresolved,0,1,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-24531580602058510470346958133157208560/1252701920283004676606223490437737407"", ""0"", ""-10"", ""11/5"", ""159336538207545879691474862767067037/100000000000000000000000000000000000""]"
positive_infinity_024_pair,796682691037729398457375886167630582071/500000000000000000000000000000000000000,44144757525731380879336976664465107/6250000000000000000000000000000000,0,-122657903010292552351734790665786042800000/6263509601415023383031134747843936402781,binary128_matching,2,SU,1,1,scan_cap,4.727839468229346e+18,agree,0,1,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-122657903010292552351734790665786042800000/6263509601415023383031134747843936402781"", ""0"", ""-10"", ""11/5"", ""796682691037729398457375886167630582071/500000000000000000000000000000000000000""]"
positive_infinity_024_hopf_1,796682691037729398457375886167630582071/500000000000000000000000000000000000000,44144757525731380879336976664465107/6250000000000000000000000000000000,-22126305191823171/10000000000000000000,-122657903010292552351734790665786042800000/6263509601415023383031134747843936402781,binary128_matching,2,US,-1,-1,angular_chart_failure,1.9321599304402836e+16,agree,0,2,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-122657903010292552351734790665786042800000/6263509601415023383031134747843936402781"", ""-22126305191823171/10000000000000000000"", ""-10"", ""11/5"", ""796682691037729398457375886167630582071/500000000000000000000000000000000000000""]"
positive_infinity_024_polished_fold,63734615283018351876589948190874631339/40000000000000000000000000000000000000,28252644816468083762775673506548383419701009432055883561621163472989200391181/4000000000000000000000000000000000000000000000000000000000000000000000000000,0,-391658705153360796489399521898475000789/20000000000000000000000000000000000000,double_full_return,0,,,,,,unresolved,0,1,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-391658705153360796489399521898475000789/20000000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""63734615283018351876589948190874631339/40000000000000000000000000000000000000""]"
positive_infinity_024_polished_pair,1593365382075458796914746349305487208607/1000000000000000000000000000000000000000,706316120411702094069381689735679071496315405785959517632629032624241058500153/100000000000000000000000000000000000000000000000000000000000000000000000000000,0,-391658705153360796489399521898475000789/20000000000000000000000000000000000000,binary128_matching,2,SU,1,1,scan_cap,4.727839468229346e+18,agree,0,1,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-391658705153360796489399521898475000789/20000000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""1593365382075458796914746349305487208607/1000000000000000000000000000000000000000""]"
positive_infinity_024_polished_hopf_preserved,1593365382075458796914746349305487208607/1000000000000000000000000000000000000000,706316120411702094069381689735679071496315405785959517632629032624241058500153/100000000000000000000000000000000000000000000000000000000000000000000000000000,-768757042664689/20000000000000000000000000000000000000000,-391658705153360796489399521898475000789/20000000000000000000000000000000000000,binary128_matching,3,USU,1,1,scan_cap,4.727839468229346e+18,agree,0,1,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-391658705153360796489399521898475000789/20000000000000000000000000000000000000"", ""-768757042664689/20000000000000000000000000000000000000000"", ""-10"", ""11/5"", ""1593365382075458796914746349305487208607/1000000000000000000000000000000000000000""]"
positive_infinity_025_polished_fold,318740580525461817384744168090923951601/200000000000000000000000000000000000000,88367338393338359192760529746751464735063938703635027524678313401868791083859/12500000000000000000000000000000000000000000000000000000000000000000000000000,0,-244745215951309050640050275168128081769/12500000000000000000000000000000000000,double_full_return,0,,,,,,unresolved,0,1,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-244745215951309050640050275168128081769/12500000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""318740580525461817384744168090923951601/200000000000000000000000000000000000000""]"
positive_infinity_025_polished_pair,1593702902627309086923720630972385972871/1000000000000000000000000000000000000000,441836691966691795963802084766237320917794292586373700822700395881725140576789/62500000000000000000000000000000000000000000000000000000000000000000000000000,0,-244745215951309050640050275168128081769/12500000000000000000000000000000000000,binary128_matching,2,SU,1,1,scan_cap,3.4934271057485095e+19,agree,0,1,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-244745215951309050640050275168128081769/12500000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""1593702902627309086923720630972385972871/1000000000000000000000000000000000000000""]"
positive_infinity_025_polished_hopf_preserved,1593702902627309086923720630972385972871/1000000000000000000000000000000000000000,441836691966691795963802084766237320917794292586373700822700395881725140576789/62500000000000000000000000000000000000000000000000000000000000000000000000000,-17081511541633781/5000000000000000000000000000000000000000000,-244745215951309050640050275168128081769/12500000000000000000000000000000000000,binary128_matching,3,USU,1,1,scan_cap,3.4934271057485095e+19,agree,0,1,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-244745215951309050640050275168128081769/12500000000000000000000000000000000000"", ""-17081511541633781/5000000000000000000000000000000000000000000"", ""-10"", ""11/5"", ""1593702902627309086923720630972385972871/1000000000000000000000000000000000000000""]"
positive_infinity_018_hopf_preserved,1581383064596916817724860076305973217971/1000000000000000000000000000000000000000,342008729018362619969846297370204979/50000000000000000000000000000000000,-8908800862923477/25000000000000000000000000000,-244200872901836261996984629737020497900000/12395213710566084994973460839365705397681,binary128_matching,3,USU,1,1,scan_cap,2.3538526683701997e+17,agree,0,2,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-244200872901836261996984629737020497900000/12395213710566084994973460839365705397681"", ""-8908800862923477/25000000000000000000000000000"", ""-10"", ""11/5"", ""1581383064596916817724860076305973217971/1000000000000000000000000000000000000000""]"
positive_infinity_019_hopf_preserved,317138853909932986247785225356266954657/200000000000000000000000000000000000000,346042332617126945483047647176551933/50000000000000000000000000000000000,-22323678901476827/10000000000000000000000000000000,-48920846652342538909660952943531038660000/2488527393009262848725637478918936501227,binary128_matching,3,USU,1,1,scan_cap,2.3538526683701997e+17,agree,0,1,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-48920846652342538909660952943531038660000/2488527393009262848725637478918936501227"", ""-22323678901476827/10000000000000000000000000000000"", ""-10"", ""11/5"", ""317138853909932986247785225356266954657/200000000000000000000000000000000000000""]"
positive_infinity_020_hopf_preserved,1588382368687061573048496436870013032897/1000000000000000000000000000000000000000,87136180732697650214751678407662051/12500000000000000000000000000000000,-3708087334181569/250000000000000000000000000000000,-244854472293079060085900671363064820400000/12472206055557677303533460805570143361867,binary128_matching,3,USU,1,1,scan_cap,2.3538526683701997e+17,agree,0,1,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-244854472293079060085900671363064820400000/12472206055557677303533460805570143361867"", ""-3708087334181569/250000000000000000000000000000000"", ""-10"", ""11/5"", ""1588382368687061573048496436870013032897/1000000000000000000000000000000000000000""]"
positive_infinity_021_hopf_preserved,397554845508510404489500987399418787819/250000000000000000000000000000000000000,700498568677626254825185687227794081/100000000000000000000000000000000000,-10235510170637541/100000000000000000000000000000000000,-61256232108470328185314821090347426012500/3123103300593614449384510861393606666009,binary128_matching,3,USU,1,1,scan_cap,2.3538526683701997e+17,agree,0,1,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-61256232108470328185314821090347426012500/3123103300593614449384510861393606666009"", ""-10235510170637541/100000000000000000000000000000000000"", ""-10"", ""11/5"", ""397554845508510404489500987399418787819/250000000000000000000000000000000000000""]"
positive_infinity_022_hopf_preserved,397888618275687401724724985466992076797/250000000000000000000000000000000000000,175742650956989015052354545395005333/25000000000000000000000000000000000,-72526805152055439/100000000000000000000000000000000000000,-61287132547849450752617727269750266650000/3126774801032561418971974840136912844767,binary128_matching,3,USU,1,1,angular_chart_failure,1.9321599304402836e+16,agree,0,1,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-61287132547849450752617727269750266650000/3126774801032561418971974840136912844767"", ""-72526805152055439/100000000000000000000000000000000000000"", ""-10"", ""11/5"", ""397888618275687401724724985466992076797/250000000000000000000000000000000000000""]"
positive_infinity_023_hopf_preserved,1592568708337298720322666225367303469329/1000000000000000000000000000000000000000,176211348327180710685303666772140287/25000000000000000000000000000000000,-52401977537108067/10000000000000000000000000000000000000000,-245242269665436142137060733354428057400000/12518255791710285923549328479040338162619,binary128_matching,3,USU,1,1,angular_chart_failure,1.9321599304402836e+16,agree,0,1,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-245242269665436142137060733354428057400000/12518255791710285923549328479040338162619"", ""-52401977537108067/10000000000000000000000000000000000000000"", ""-10"", ""11/5"", ""1592568708337298720322666225367303469329/1000000000000000000000000000000000000000""]"
